px,py,yaw,continuous_lane_id
315.0053,-77.37453,-4.322756,5.0
311.2069,-68.12402,-4.322784,5.0
307.1768,-58.65489,-4.28732,5.0
302.7077,-49.28219,-4.243384,5.0
297.8313,-40.11485,-4.199435,5.0
-595.146,802.1282,-6.258402,5.0
-605.0811,801.7083,-6.226698,3.0
-614.9979,800.9729,-6.194874,3.0
-624.8863,799.9229,-6.163085,3.0
-634.7363,798.5594,-6.131352,3.0
-644.5381,796.8837,-6.099604,3.0
-654.2817,794.8974,-6.067773,3.0
-663.9573,792.6027,-6.035986,3.0
-673.5551,790.0018,-6.004315,3.0
-683.0654,787.0972,-5.972476,3.0
-692.4788,783.8922,-5.940723,3.0
-701.7855,780.3896,-5.908913,3.0
-711.0166,776.6183,-5.891277,3.0
-720.2585,772.7991,-5.891333,3.0
-729.5004,768.9798,-5.891333,3.0
-738.7424,765.1605,-5.891277,3.0
-747.881,761.2795,-5.855194,3.0
-756.6477,756.7848,-5.772079,3.0
-765.0112,751.5781,-5.689021,3.0
-772.9138,745.6953,-5.605937,3.0
-780.3008,739.177,-5.522865,3.0
-787.1215,732.0681,-5.439751,3.0
-793.3287,724.4178,-5.356708,3.0
-798.8797,716.2787,-5.273609,3.0
-803.7361,707.7071,-5.190558,3.0
-595.0538,798.6294,-6.258464,3.0
-604.8778,798.2141,-6.226637,4.0
-614.6837,797.4871,-6.194934,4.0
-624.4615,796.4488,-6.163085,4.0
-634.2014,795.1005,-6.131361,4.0
-643.8936,793.4435,-6.099604,4.0
-653.5282,791.4795,-6.067833,4.0
-663.0956,789.2104,-6.036046,4.0
-672.5861,786.6385,-6.004257,4.0
-681.9901,783.7665,-5.972494,4.0
-691.2982,780.5972,-5.940723,4.0
-700.5008,777.1339,-5.908969,4.0
-709.6799,773.3837,-5.891333,4.0
-718.9218,769.5644,-5.891277,4.0
-728.1637,765.7451,-5.891333,4.0
-737.4056,761.9258,-5.891277,4.0
-746.4149,758.1013,-5.85533,4.0
-754.9229,753.7393,-5.772215,4.0
-763.0396,748.6862,-5.689156,4.0
-770.709,742.977,-5.606071,4.0
-777.8781,736.6511,-5.523037,4.0
-784.4976,729.752,-5.439924,4.0
-790.5216,722.3273,-5.356793,4.0
-795.9088,714.4285,-5.273745,4.0
-800.6218,706.1097,-5.190667,4.0
-594.9615,795.1306,-6.258464,4.0
-604.6744,794.72,-6.226698,5.0
-614.3694,794.0012,-6.194934,5.0
-624.0367,792.9747,-6.163146,5.0
-633.6664,791.6417,-6.131423,5.0
-643.249,790.0034,-6.099604,5.0
-652.7747,788.0616,-6.067846,5.0
-662.2339,785.8181,-6.036046,5.0
-671.6171,783.2754,-6.004315,5.0
-680.9148,780.4359,-5.972494,5.0
-690.1176,777.3024,-5.940781,5.0
-699.2161,773.8782,-5.908969,5.0
-708.3431,770.149,-5.891333,5.0
-717.585,766.3297,-5.891277,5.0
-726.8269,762.5104,-5.891277,5.0
-736.0688,758.6911,-5.891277,5.0
-744.9488,754.9232,-5.855467,5.0
-753.1982,750.6937,-5.772352,5.0
-761.0681,745.7943,-5.68924,5.0
-768.5042,740.2587,-5.606195,5.0
-775.4554,734.1251,-5.523124,5.0
-781.8735,727.4358,-5.44005,5.0
-787.7145,720.2369,-5.357013,5.0
-792.9378,712.5782,-5.273861,5.0
-797.5076,704.5124,-5.190832,5.0
-55.87976,-300.7321,-1.544831,5.0
-55.62011,-310.7287,-1.544831,3.0
-55.36047,-320.7253,-1.544831,3.0
-55.10082,-330.722,-1.544831,3.0
-54.84117,-340.7186,-1.544831,3.0
-54.77254,-350.6421,-1.590351,3.0
-55.18306,-360.5475,-1.638987,3.0
-56.07467,-370.4212,-1.687622,3.0
-57.44524,-380.2399,-1.736264,3.0
-59.29156,-389.9804,-1.784894,3.0
-61.60925,-399.6196,-1.833536,3.0
-64.39281,-409.1347,-1.882165,3.0
-67.63569,-418.5032,-1.930814,3.0
-71.33019,-427.703,-1.979436,3.0
-75.4676,-436.7123,-2.028084,3.0
-80.03812,-445.5098,-2.076717,3.0
-85.0316,-454.0768,-2.123395,3.0
-90.37991,-462.4539,-2.158115,3.0
-96.01579,-470.6401,-2.192836,3.0
-101.9324,-478.6259,-2.227561,3.0
-108.1227,-486.4014,-2.262284,3.0
-114.5792,-493.9574,-2.29699,3.0
-121.2941,-501.2847,-2.331705,3.0
-128.2592,-508.3745,-2.366434,3.0
-135.4663,-515.2182,-2.401148,3.0
-142.9066,-521.8076,-2.435849,3.0
-150.5711,-528.1348,-2.470588,3.0
-158.4507,-534.1921,-2.505294,3.0
-166.5406,-539.9795,-2.533664,3.0
-174.7489,-545.6912,-2.533614,3.0
-182.9572,-551.403,-2.533656,3.0
-191.1654,-557.1148,-2.533664,3.0
-199.3737,-562.8266,-2.533656,3.0
-207.582,-568.5383,-2.533614,3.0
-215.7902,-574.2501,-2.533664,3.0
-223.9985,-579.9619,-2.533664,3.0
-232.2067,-585.6737,-2.533656,3.0
-240.415,-591.3854,-2.533664,3.0
-248.6187,-597.07,-2.546184,3.0
-256.9292,-602.5345,-2.576766,3.0
-265.4028,-607.7427,-2.607312,3.0
-274.0315,-612.6896,-2.637823,3.0
-282.8072,-617.3706,-2.668378,3.0
-291.7218,-621.7814,-2.698924,3.0
-300.767,-625.918,-2.729516,3.0
-309.9343,-629.7762,-2.760021,3.0
-319.2152,-633.3528,-2.790616,3.0
-328.601,-636.6442,-2.821135,3.0
-338.0829,-639.6473,-2.851665,3.0
-347.6521,-642.3595,-2.882225,3.0
-357.2997,-644.7781,-2.912735,3.0
-367.0167,-646.9009,-2.943335,3.0
-376.794,-648.726,-2.973875,3.0
-386.6224,-650.2516,-3.004383,3.0
-396.4929,-651.4763,-3.034946,3.0
-406.427,-652.4796,-3.042185,3.0
-416.3776,-653.472,-3.042185,3.0
-426.3283,-654.4645,-3.042185,3.0
-436.2789,-655.4568,-3.042185,3.0
-446.2295,-656.4493,-3.042185,3.0
-456.1802,-657.4417,-3.042185,3.0
-466.1308,-658.4341,-3.042185,3.0
-476.0693,-659.4207,-3.0523,3.0
-59.37858,-300.8229,-1.544831,3.0
-59.11893,-310.8196,-1.544831,4.0
-58.85929,-320.8162,-1.544831,4.0
-58.59964,-330.8128,-1.544831,4.0
-58.33999,-340.8094,-1.544831,4.0
-58.27203,-350.5822,-1.590393,4.0
-58.6755,-360.3175,-1.639029,4.0
-59.5518,-370.0218,-1.687668,4.0
-60.89885,-379.6719,-1.736305,4.0
-62.71346,-389.2451,-1.784936,4.0
-64.99136,-398.7188,-1.833577,4.0
-67.72713,-408.0706,-1.882209,4.0
-70.91433,-417.2783,-1.930842,4.0
-74.54541,-426.3201,-1.97949,4.0
-78.61178,-435.1747,-2.028111,4.0
-83.10383,-443.8212,-2.076766,4.0
-88.01387,-452.2449,-2.123417,4.0
-93.2968,-460.5195,-2.158128,4.0
-98.86377,-468.6057,-2.192854,4.0
-104.7081,-476.4938,-2.227579,4.0
-110.8227,-484.1743,-2.262295,4.0
-117.2002,-491.6378,-2.297022,4.0
-123.833,-498.8755,-2.331743,4.0
-130.713,-505.8787,-2.366467,4.0
-137.8319,-512.6387,-2.401203,4.0
-145.1813,-519.1476,-2.435906,4.0
-152.7521,-525.3975,-2.470598,4.0
-160.5353,-531.3807,-2.505343,4.0
-168.5397,-537.1066,-2.533664,4.0
-176.748,-542.8184,-2.533664,4.0
-184.9563,-548.5302,-2.533664,4.0
-193.1646,-554.2419,-2.533664,4.0
-201.3728,-559.9537,-2.533664,4.0
-209.5811,-565.6655,-2.533664,4.0
-217.7893,-571.3773,-2.533656,4.0
-225.9976,-577.0891,-2.533664,4.0
-234.2059,-582.8008,-2.533664,4.0
-242.4141,-588.5126,-2.533664,4.0
-250.586,-594.1753,-2.546243,4.0
-258.8073,-599.5811,-2.57675,4.0
-267.1897,-604.7332,-2.607312,4.0
-275.7257,-609.627,-2.637838,4.0
-284.4071,-614.2577,-2.668446,4.0
-293.2259,-618.6211,-2.698937,4.0
-302.1738,-622.7131,-2.729516,4.0
-311.2426,-626.53,-2.760032,4.0
-320.4237,-630.0681,-2.790616,4.0
-329.7086,-633.324,-2.821135,4.0
-339.0886,-636.2949,-2.851723,4.0
-348.555,-638.9779,-2.882225,4.0
-358.0989,-641.3705,-2.912795,4.0
-367.7114,-643.4706,-2.943335,4.0
-377.3836,-645.276,-2.973875,4.0
-387.1064,-646.7852,-3.004443,4.0
-396.8708,-647.9967,-3.034946,4.0
-406.7744,-648.9969,-3.042185,4.0
-416.725,-649.9893,-3.042185,4.0
-426.6756,-650.9818,-3.042185,4.0
-436.6263,-651.9742,-3.042185,4.0
-446.5769,-652.9666,-3.042185,4.0
-456.5275,-653.959,-3.042185,4.0
-466.4781,-654.9514,-3.042185,4.0
-476.3914,-655.9356,-3.052425,4.0
-62.8774,-300.9138,-1.544827,4.0
-62.61776,-310.9105,-1.544827,5.0
-62.35811,-320.9071,-1.544827,5.0
-62.09846,-330.9037,-1.544827,5.0
-61.83881,-340.9003,-1.544827,5.0
-61.77152,-350.5223,-1.590435,5.0
-62.16794,-360.0876,-1.639074,5.0
-63.02893,-369.6223,-1.687713,5.0
-64.35245,-379.1039,-1.736346,5.0
-66.13537,-388.5099,-1.784987,5.0
-68.37347,-397.8181,-1.833621,5.0
-71.06145,-407.0065,-1.882262,5.0
-74.19298,-416.0533,-1.930896,5.0
-77.76062,-424.9372,-1.979525,5.0
-81.75596,-433.6371,-2.028166,5.0
-86.16953,-442.1326,-2.076799,5.0
-90.99615,-450.4129,-2.123408,5.0
-96.21368,-458.5851,-2.158164,5.0
-101.7117,-466.5712,-2.192891,5.0
-107.4837,-474.3617,-2.22761,5.0
-113.5226,-481.9471,-2.262326,5.0
-119.8212,-489.3183,-2.297033,5.0
-126.3719,-496.4664,-2.331754,5.0
-133.1667,-503.3828,-2.366477,5.0
-140.1976,-510.0592,-2.401191,5.0
-147.4559,-516.4875,-2.435906,5.0
-154.9331,-522.66,-2.470607,5.0
-162.6199,-528.5693,-2.505352,5.0
-170.5389,-534.2337,-2.533664,5.0
-178.7471,-539.9455,-2.533656,5.0
-186.9554,-545.6572,-2.533656,5.0
-195.1637,-551.369,-2.533664,5.0
-203.3719,-557.0808,-2.533664,5.0
-211.5802,-562.7926,-2.533664,5.0
-219.7885,-568.5043,-2.533664,5.0
-227.9967,-574.2161,-2.533664,5.0
-236.205,-579.9279,-2.533656,5.0
-244.4133,-585.6397,-2.533664,5.0
-252.5534,-591.2806,-2.546243,5.0
-260.6853,-596.6276,-2.576818,5.0
-268.9767,-601.7238,-2.607312,5.0
-277.4199,-606.5643,-2.637891,5.0
-286.007,-611.1448,-2.668446,5.0
-294.7299,-615.4608,-2.698937,5.0
-303.5807,-619.5083,-2.729516,5.0
-312.5509,-623.2837,-2.760089,5.0
-321.6322,-626.7833,-2.790626,5.0
-330.8163,-630.0039,-2.821135,5.0
-340.0943,-632.9425,-2.851665,5.0
-349.4578,-635.5964,-2.882225,5.0
-358.898,-637.963,-2.912795,5.0
-368.4061,-640.0402,-2.943335,5.0
-377.9732,-641.826,-2.973875,5.0
-387.5904,-643.3188,-3.004443,5.0
-397.2486,-644.5172,-3.035007,5.0
-407.1217,-645.5142,-3.042185,5.0
-417.0723,-646.5066,-3.042185,5.0
-427.0229,-647.499,-3.042185,5.0
-436.9736,-648.4915,-3.042185,5.0
-446.9242,-649.4838,-3.042185,5.0
-456.8748,-650.4763,-3.042185,5.0
-466.8255,-651.4687,-3.042185,5.0
-476.7135,-652.4504,-3.052546,5.0
-712.6289,-284.1084,-4.935487,5.0
-710.2113,-274.5002,-4.987578,3.0
-707.2963,-265.0312,-5.039737,3.0
-703.8917,-255.7269,-5.091853,3.0
-700.0069,-246.6126,-5.144055,3.0
-695.6523,-237.7133,-5.196189,3.0
-690.8398,-229.053,-5.248228,3.0
-685.7237,-220.4698,-5.250076,3.0
-680.6021,-211.8809,-5.250129,3.0
-675.4805,-203.292,-5.250076,3.0
-670.308,-194.77,-5.26879,3.0
-664.9695,-186.3558,-5.288762,3.0
-659.4638,-178.0501,-5.308763,3.0
-653.7931,-169.8561,-5.328751,3.0
-647.9597,-161.7772,-5.348773,3.0
-641.9658,-153.8166,-5.368751,3.0
-635.8139,-145.9774,-5.388711,3.0
-629.5523,-138.1839,-5.389303,3.0
-623.2886,-130.3886,-5.389256,3.0
-617.0249,-122.5934,-5.389256,3.0
-610.7612,-114.7981,-5.389303,3.0
-604.4975,-107.0029,-5.389256,3.0
-598.2338,-99.20759,-5.389303,3.0
-591.9701,-91.41233,-5.389256,3.0
-585.7064,-83.61707,-5.389303,3.0
-709.2136,-284.8737,-4.935487,3.0
-706.8405,-275.4425,-4.987637,4.0
-703.9792,-266.1478,-5.039737,4.0
-700.6373,-257.0148,-5.09192,4.0
-696.824,-248.0685,-5.144068,4.0
-692.5496,-239.333,-5.196196,4.0
-687.8257,-230.8322,-5.248244,4.0
-682.7176,-222.2624,-5.250076,4.0
-677.596,-213.6735,-5.250129,4.0
-672.4744,-205.0846,-5.250076,4.0
-667.3341,-196.6154,-5.26879,4.0
-662.0331,-188.2603,-5.28877,4.0
-656.566,-180.013,-5.308772,4.0
-650.9351,-171.8766,-5.328759,4.0
-645.1426,-163.8544,-5.348782,4.0
-639.1909,-155.9497,-5.368809,4.0
-633.0823,-148.1656,-5.388708,4.0
-626.824,-140.3762,-5.389303,4.0
-620.5602,-132.5809,-5.389256,4.0
-614.2966,-124.7857,-5.389303,4.0
-608.0328,-116.9904,-5.389256,4.0
-601.7692,-109.1951,-5.389256,4.0
-595.5055,-101.3999,-5.389303,4.0
-589.2418,-93.60463,-5.389256,4.0
-582.9781,-85.80936,-5.389303,4.0
-705.7983,-285.6389,-4.935554,4.0
-703.4697,-276.3847,-4.987645,5.0
-700.6621,-267.2644,-5.039804,5.0
-697.3829,-258.3028,-5.091977,5.0
-693.6412,-249.5243,-5.14413,5.0
-689.447,-240.9528,-5.196257,5.0
-684.8118,-232.6115,-5.248233,5.0
-679.7115,-224.0549,-5.250076,5.0
-674.5898,-215.466,-5.250076,5.0
-669.4683,-206.8772,-5.250076,5.0
-664.3602,-198.4608,-5.26879,5.0
-659.0966,-190.1649,-5.28877,5.0
-653.6683,-181.9758,-5.308772,5.0
-648.0772,-173.897,-5.328808,5.0
-642.3257,-165.9316,-5.348782,5.0
-636.4161,-158.0828,-5.368809,5.0
-630.3506,-150.3538,-5.388687,5.0
-624.0956,-142.5685,-5.389303,5.0
-617.8319,-134.7732,-5.389256,5.0
-611.5682,-126.978,-5.389303,5.0
-605.3045,-119.1827,-5.389256,5.0
-599.0408,-111.3874,-5.389303,5.0
-592.7771,-103.5922,-5.389256,5.0
-586.5134,-95.79692,-5.389256,5.0
-580.2498,-88.00166,-5.389303,5.0
374.1338,796.5701,-0.01275682,5.0
384.0963,796.3528,-0.03284315,3.0
394.0524,795.9363,-0.05282045,3.0
403.9982,795.3208,-0.07281861,3.0
413.9297,794.5065,-0.09278459,3.0
423.8429,793.4938,-0.1128478,3.0
433.7339,792.283,-0.1327774,3.0
443.5987,790.8746,-0.1528164,3.0
453.4334,789.2693,-0.1728549,3.0
463.234,787.4675,-0.1927811,3.0
472.9966,785.4702,-0.2128432,3.0
482.7173,783.278,-0.2328102,3.0
492.3922,780.8918,-0.2528021,3.0
502.0175,778.3127,-0.272783,3.0
511.5893,775.5416,-0.2927955,3.0
521.1037,772.5795,-0.3127561,3.0
530.557,769.4279,-0.3328295,3.0
539.9454,766.0878,-0.3527915,3.0
549.2651,762.5605,-0.3728222,3.0
558.5124,758.8477,-0.3927817,3.0
567.6836,754.9506,-0.4128019,3.0
576.775,750.8709,-0.4328255,3.0
585.783,746.6102,-0.4528111,3.0
594.704,742.1702,-0.4728194,3.0
603.5602,737.5654,-0.4821554,3.0
612.4202,732.9285,-0.4821554,3.0
621.2784,728.2924,-0.4857316,3.0
629.9434,723.4744,-0.534076,3.0
638.3653,718.2431,-0.5825009,3.0
646.5245,712.6108,-0.6307931,3.0
654.4019,706.5907,-0.6791162,3.0
661.9792,700.1968,-0.7275344,3.0
669.2385,693.4442,-0.7759033,3.0
676.1628,686.3486,-0.8242937,3.0
682.7361,678.9265,-0.8726038,3.0
688.943,671.1953,-0.9209842,3.0
694.7689,663.1732,-0.9693357,3.0
700.2001,654.8788,-1.01769,3.0
705.2241,646.3316,-1.065974,3.0
709.8291,637.5515,-1.114382,3.0
714.0043,628.5591,-1.162723,3.0
717.7399,619.3754,-1.21109,3.0
721.0272,610.0219,-1.259391,3.0
723.8585,600.5203,-1.307831,3.0
726.2272,590.893,-1.356139,3.0
728.1279,581.1625,-1.404564,3.0
729.5558,571.3514,-1.452846,3.0
730.5079,561.4828,-1.50122,3.0
730.9819,551.5798,-1.549615,3.0
730.9766,541.6654,-1.59796,3.0
730.492,531.7628,-1.646309,3.0
729.5294,521.8953,-1.694652,3.0
374.0924,793.0703,-0.01281786,3.0
383.9849,792.8546,-0.03284315,4.0
393.8711,792.441,-0.05282045,4.0
403.7471,791.8298,-0.07281861,4.0
413.6088,791.0212,-0.09284537,4.0
423.4524,790.0156,-0.1128478,4.0
433.2739,788.8134,-0.1328379,4.0
443.0694,787.4149,-0.1528164,4.0
452.835,785.8208,-0.1727948,4.0
462.5668,784.0317,-0.192841,4.0
472.2608,782.0484,-0.2127836,4.0
481.9132,779.8716,-0.2328102,4.0
491.5202,777.5023,-0.2528097,4.0
501.0779,774.9412,-0.2728418,4.0
510.5824,772.1895,-0.2928044,4.0
520.03,769.2484,-0.3128141,4.0
529.4169,766.1188,-0.3328295,4.0
538.7393,762.8021,-0.3528488,4.0
547.9935,759.2997,-0.3728222,4.0
557.1758,755.6129,-0.392838,4.0
566.2827,751.7432,-0.4128019,4.0
575.3102,747.6922,-0.4328255,4.0
584.2549,743.4614,-0.4528111,4.0
593.1133,739.0526,-0.4728737,4.0
601.9373,734.4644,-0.4821554,4.0
610.7973,729.8275,-0.4821554,4.0
619.652,725.1933,-0.485868,4.0
628.169,720.4575,-0.5341285,4.0
636.4472,715.3155,-0.5825009,4.0
644.4672,709.7793,-0.6308424,4.0
652.2101,703.862,-0.679202,4.0
659.658,697.5773,-0.7275344,4.0
666.7933,690.9399,-0.7759033,4.0
673.5995,683.9653,-0.8242522,4.0
680.0607,676.67,-0.8726431,4.0
686.1616,669.0708,-0.9209842,4.0
691.888,661.1856,-0.9693861,4.0
697.2266,653.0328,-1.01769,4.0
702.1648,644.6315,-1.066057,4.0
706.6912,636.0013,-1.114437,4.0
710.795,627.1624,-1.162779,4.0
714.4669,618.1354,-1.211168,4.0
717.6981,608.9415,-1.259468,4.0
720.4811,599.6022,-1.307831,4.0
722.8094,590.1392,-1.356199,4.0
724.6776,580.5748,-1.404564,4.0
726.0812,570.9312,-1.452907,4.0
727.017,561.2311,-1.501281,4.0
727.4828,551.4971,-1.549615,4.0
727.4777,541.7519,-1.598021,4.0
727.0013,532.0184,-1.64637,4.0
726.0551,522.3192,-1.694712,4.0
374.0511,789.5706,-0.01287889,4.0
383.8736,789.3563,-0.03284315,5.0
393.6899,788.9457,-0.05282045,5.0
403.4959,788.3388,-0.07281861,5.0
413.2879,787.5359,-0.09278459,5.0
423.0619,786.5375,-0.1128478,5.0
432.8139,785.3437,-0.1328379,5.0
442.5402,783.9551,-0.1528164,5.0
452.2367,782.3723,-0.1727948,5.0
461.8996,780.5959,-0.192841,5.0
471.525,778.6266,-0.2128432,5.0
481.1092,776.4653,-0.2328696,5.0
490.6482,774.1126,-0.2528097,5.0
500.1382,771.5697,-0.2728418,5.0
509.5755,768.8375,-0.2928044,5.0
518.9562,765.9171,-0.3128141,5.0
528.2767,762.8097,-0.3328295,5.0
537.5332,759.5165,-0.3527915,5.0
546.722,756.0388,-0.3727654,5.0
555.8394,752.3781,-0.3927817,5.0
564.8817,748.5358,-0.4128264,5.0
573.8454,744.5134,-0.4328255,5.0
582.7269,740.3126,-0.4528111,5.0
591.5225,735.935,-0.4728737,5.0
600.3144,731.3634,-0.4821554,5.0
609.1744,726.7265,-0.4821554,5.0
618.0255,722.0941,-0.4860045,5.0
626.3947,717.4406,-0.5341285,5.0
634.5291,712.3879,-0.5825518,5.0
642.4098,706.9479,-0.6309279,5.0
650.0182,701.1333,-0.6792877,5.0
657.3368,694.9577,-0.7276207,5.0
664.3483,688.4356,-0.7759461,5.0
671.0363,681.5822,-0.8242937,5.0
677.3851,674.4135,-0.8726898,5.0
683.3801,666.9463,-0.9210697,5.0
689.0071,659.198,-0.9693861,5.0
694.253,651.1868,-1.017774,5.0
699.1055,642.9314,-1.06614,5.0
703.5532,634.451,-1.114519,5.0
707.5858,625.7656,-1.162779,5.0
711.1939,616.8954,-1.211168,5.0
714.369,607.8612,-1.259526,5.0
717.1036,598.684,-1.30789,5.0
719.3915,589.3854,-1.356258,5.0
721.2272,579.9871,-1.404624,5.0
722.6065,570.511,-1.452967,5.0
723.5261,560.9793,-1.501281,5.0
723.9838,551.4143,-1.549676,5.0
723.9787,541.8384,-1.598021,5.0
723.5107,532.2739,-1.64637,5.0
722.5809,522.7432,-1.694712,5.0
-502.93,-659.8395,-3.204072,5.0
-512.7957,-658.9786,-3.258741,3.0
-522.5995,-657.5799,-3.313394,3.0
-532.3123,-655.6477,-3.368067,3.0
-541.905,-653.1877,-3.422743,3.0
-551.3489,-650.2072,-3.477395,3.0
-560.6159,-646.7153,-3.53205,3.0
-569.6783,-642.7222,-3.586678,3.0
-578.509,-638.2399,-3.641387,3.0
-587.0815,-633.2819,-3.696038,3.0
-595.3704,-627.8629,-3.750723,3.0
-603.3509,-621.999,-3.805372,3.0
-610.999,-615.7079,-3.860044,3.0
-618.292,-609.0084,-3.91469,3.0
-625.208,-601.9204,-3.969343,3.0
-631.7265,-594.4651,-4.023208,3.0
-638.0487,-586.7498,-4.037181,3.0
-644.1539,-578.9,-4.06868,3.0
-650.0092,-570.862,-4.100143,3.0
-655.6087,-562.6437,-4.131649,3.0
-660.9468,-554.2534,-4.163009,3.0
-666.0184,-545.6993,-4.19456,3.0
-670.8184,-536.9899,-4.226029,3.0
-675.342,-528.1338,-4.257476,3.0
-679.5847,-519.1398,-4.288903,3.0
-683.5424,-510.0167,-4.320344,3.0
-687.2112,-500.7737,-4.351843,3.0
-690.5873,-491.4197,-4.383362,3.0
-693.6675,-481.9643,-4.414805,3.0
-696.4487,-472.4166,-4.446255,3.0
-698.9282,-462.7861,-4.477698,3.0
-701.1035,-453.0824,-4.509152,3.0
-702.9725,-443.3151,-4.540648,3.0
-704.5332,-433.4938,-4.572097,3.0
-705.8351,-423.604,-4.584661,3.0
-707.1088,-413.6854,-4.584722,3.0
-708.3824,-403.7669,-4.584661,3.0
-709.6561,-393.8483,-4.584661,3.0
-710.9297,-383.9298,-4.584661,3.0
-712.2034,-374.0112,-4.584661,3.0
-713.4771,-364.0927,-4.584661,3.0
-714.7507,-354.1741,-4.584661,3.0
-715.9946,-344.2818,-4.604452,3.0
-716.82,-334.413,-4.658957,3.0
-717.1059,-324.5139,-4.713549,3.0
-716.8514,-314.6139,-4.768143,3.0
-716.0572,-304.7425,-4.822719,3.0
-502.7212,-656.3457,-3.204133,3.0
-512.3962,-655.5015,-3.258801,4.0
-522.0106,-654.1298,-3.313454,4.0
-531.5358,-652.2349,-3.36814,4.0
-540.9432,-649.8224,-3.422818,4.0
-550.2047,-646.8995,-3.477395,4.0
-559.2927,-643.475,-3.53213,4.0
-568.1801,-639.5591,-3.586759,4.0
-576.8401,-635.1634,-3.64147,4.0
-585.2471,-630.3011,-3.696123,4.0
-593.3759,-624.9868,-3.750774,4.0
-601.2021,-619.2363,-3.805457,4.0
-608.7025,-613.0667,-3.86009,4.0
-615.8546,-606.4966,-3.914733,4.0
-622.6371,-599.5455,-3.969384,4.0
-629.0296,-592.2342,-4.023201,4.0
-635.3201,-584.5579,-4.037266,4.0
-641.3577,-576.795,-4.06868,4.0
-647.1481,-568.846,-4.100143,4.0
-652.6856,-560.7188,-4.131649,4.0
-657.9647,-552.4213,-4.163093,4.0
-662.9801,-543.962,-4.19456,4.0
-667.7269,-535.349,-4.225975,4.0
-672.2004,-526.5909,-4.257476,4.0
-676.3962,-517.6965,-4.288959,4.0
-680.3101,-508.6744,-4.320412,4.0
-683.9382,-499.5338,-4.351911,4.0
-687.2769,-490.2834,-4.383362,4.0
-690.323,-480.9327,-4.414805,4.0
-693.0734,-471.4907,-4.446255,4.0
-695.5255,-461.9669,-4.477698,4.0
-697.6766,-452.3707,-4.509152,4.0
-699.5249,-442.7115,-4.540648,4.0
-701.0684,-432.999,-4.572097,4.0
-702.3636,-423.1582,-4.584661,4.0
-703.6373,-413.2397,-4.584722,4.0
-704.9109,-403.3211,-4.584661,4.0
-706.1846,-393.4026,-4.584661,4.0
-707.4582,-383.484,-4.584722,4.0
-708.7319,-373.5654,-4.584661,4.0
-710.0056,-363.6469,-4.584661,4.0
-711.2792,-353.7283,-4.584661,4.0
-712.5161,-343.8951,-4.604452,4.0
-713.3256,-334.2166,-4.65908,4.0
-713.6059,-324.5083,-4.71361,4.0
-713.3563,-314.7993,-4.768143,4.0
-712.5775,-305.1183,-4.822783,4.0
-502.5123,-652.8519,-3.204133,4.0
-511.9967,-652.0243,-3.258805,5.0
-521.4218,-650.6797,-3.313524,5.0
-530.7593,-648.8221,-3.368199,5.0
-539.9814,-646.4572,-3.422818,5.0
-549.0605,-643.5919,-3.47753,5.0
-557.9695,-640.2348,-3.532186,5.0
-566.6818,-636.396,-3.586815,5.0
-575.1713,-632.0869,-3.64147,5.0
-583.4127,-627.3204,-3.696123,5.0
-591.3813,-622.1107,-3.750858,5.0
-599.0535,-616.4734,-3.805505,5.0
-606.4061,-610.4254,-3.86013,5.0
-613.4173,-603.9847,-3.91482,5.0
-620.0662,-597.1705,-3.969471,5.0
-626.3328,-590.0033,-4.023195,5.0
-632.5915,-582.366,-4.037266,5.0
-638.5615,-574.6899,-4.068717,5.0
-644.287,-566.83,-4.100143,5.0
-649.7625,-558.7938,-4.131649,5.0
-654.9825,-550.5892,-4.163093,5.0
-659.9418,-542.2246,-4.19456,5.0
-664.6354,-533.7081,-4.226029,5.0
-669.0588,-525.0481,-4.257476,5.0
-673.2076,-516.2532,-4.288959,5.0
-677.0776,-507.3322,-4.320412,5.0
-680.6652,-498.2939,-4.351854,5.0
-683.9665,-489.1472,-4.383362,5.0
-686.9785,-479.9011,-4.414864,5.0
-689.6981,-470.5648,-4.446262,5.0
-692.1227,-461.1477,-4.477758,5.0
-694.2498,-451.6589,-4.509212,5.0
-696.0773,-442.1079,-4.540648,5.0
-697.6035,-432.5041,-4.572158,5.0
-698.8921,-422.7124,-4.584661,5.0
-700.1658,-412.7939,-4.584722,5.0
-701.4394,-402.8753,-4.584661,5.0
-702.7131,-392.9568,-4.584661,5.0
-703.9868,-383.0382,-4.584722,5.0
-705.2604,-373.1197,-4.584661,5.0
-706.5341,-363.2011,-4.584661,5.0
-707.8077,-353.2825,-4.584661,5.0
-709.0375,-343.5083,-4.604516,5.0
-709.8311,-334.0201,-4.65908,5.0
-710.1059,-324.5028,-4.713671,5.0
-709.8612,-314.9846,-4.768265,5.0
-709.0977,-305.494,-4.822844,5.0
